"Rentrée";"Type";"UAI";"Etablissement";"Emplois_MCF";"Emplois_PR";"Effectif_MCF";"Effectif_PR";"Renouvellement";"Promotion"
"2020";"École nationale supérieure d'ingénieurs";"0912266U";"ENS IIE";3;1;12;7;0,157894736842105;0,0833333333333333
"2020";"École normale supérieure";"0352440M";"ECOLE NORMALE SUPERIEURE DE RENNES";0;2;9;9;0;0,222222222222222
"2020";"École normale supérieure";"0694123G";"ECOLE NORMALE SUPERIEURE DE LYON";3;3;103;69;0,0174418604651163;0,029126213592233
"2020";"École normale supérieure";"0753455Y";"ECOLE NORMALE SUPERIEURE DE PARIS";0;3;61;38;0;0,0491803278688525
"2020";"Grand établissement";"0212198A";"AGROSUP DIJON (INSSAAE)";0;1;16;13;0;0,0625
"2020";"Grand établissement";"0333232J";"INP DE BORDEAUX";1;0;108;71;0,00558659217877095;0
"2020";"Grand établissement";"0381912X";"INP DE GRENOBLE";6;4;179;125;0,0197368421052632;0,0223463687150838
"2020";"Grand établissement";"0692459Y";"E.N.S.S.I.B DE LYON";0;2;5;3;0;0,4
"2020";"Grand établissement";"0750736T";"UNIVERSITE PARIS-DAUPHINE";5;2;173;104;0,0180505415162455;0,0115606936416185
"2020";"Grand établissement";"0753237L";"ENSAM";1;2;157;66;0,00448430493273543;0,0127388535031847
"2020";"Grand établissement";"0753431X";"I.E.P DE PARIS";0;2;3;52;0;0,666666666666667
"2020";"Grand établissement";"0753471R";"CONSERVATOIRE NAT. DES ARTS ET METIERS";6;2;236;116;0,0170454545454545;0,00847457627118644
"2020";"Grand établissement";"0753488J";"INALCO PARIS";7;6;144;74;0,0321100917431193;0,0416666666666667
"2020";"Grand établissement";"0912341A";"CENTRALESUPELEC";3;0;26;40;0,0454545454545455;0
"2020";"Institut d'étude politique";"0130221V";"I.E.P D'AIX-EN-PROVENCE";1;0;18;13;0,032258064516129;0
"2020";"Institut d'étude politique";"0310133B";"I.E.P DE TOULOUSE";1;0;18;11;0,0344827586206897;0
"2020";"Institut d'étude politique";"0330192E";"I.E.P DE BORDEAUX";4;0;14;16;0,133333333333333;0
"2020";"Institut d'étude politique";"0352317D";"I.E.P DE RENNES";1;1;15;7;0,0454545454545455;0,0666666666666667
"2020";"Institut d'étude politique";"0380134P";"IEP DE GRENOBLE";2;0;27;15;0,0476190476190476;0
"2020";"Institut d'étude politique";"0595876S";"I.E.P DE LILLE";1;1;23;6;0,0344827586206897;0,0434782608695652
"2020";"Institut d'étude politique";"0690173N";"I.E.P DE LYON";2;3;27;16;0,0465116279069767;0,111111111111111
"2020";"Institut national polytechnique";"0311381H";"INP DE TOULOUSE";2;2;150;104;0,0078740157480315;0,0133333333333333
"2020";"Institut ou école extérieur aux universités";"0101060Y";"UNIVERSITE DE TECHNOLOGIE DE TROYES";4;0;54;36;0,0444444444444444;0
"2020";"Institut ou école extérieur aux universités";"0141720U";"ENSI CAEN";0;1;30;17;0;0,0333333333333333
"2020";"Institut ou école extérieur aux universités";"0250082D";"ENS MECANIQUE & MICROTECH. BESANCON";0;1;30;19;0;0,0333333333333333
"2020";"Institut ou école extérieur aux universités";"0310152X";"INSA DE TOULOUSE";4;2;99;66;0,0242424242424242;0,0202020202020202
"2020";"Institut ou école extérieur aux universités";"0350097R";"INSA DE RENNES";1;1;92;38;0,00769230769230769;0,0108695652173913
"2020";"Institut ou école extérieur aux universités";"0420093Y";"ENI DE SAINT-ETIENNE";2;1;20;10;0,0666666666666667;0,05
"2020";"Institut ou école extérieur aux universités";"0597139P";"CENTRALE LILLE INSTITUT";3;3;64;43;0,0280373831775701;0,046875
"2020";"Institut ou école extérieur aux universités";"0601223D";"UNIVERSITE DE TECHNOLOGIE DE COMPIEGNE";8;0;92;68;0,05;0
"2020";"Institut ou école extérieur aux universités";"0690187D";"ECOLE CENTRALE DE LYON";3;2;69;34;0,029126213592233;0,0289855072463768
"2020";"Institut ou école extérieur aux universités";"0690192J";"INSA DE LYON";10;2;275;140;0,0240963855421687;0,00727272727272727
"2020";"Institut ou école extérieur aux universités";"0760165S";"INSA DE ROUEN";1;1;64;34;0,0102040816326531;0,015625
"2020";"Institut ou école extérieur aux universités";"0811293R";"INSTITUT NATIONAL UNIV. D'ALBI";4;2;63;12;0,0533333333333333;0,0317460317460317
"2020";"Institut ou école extérieur aux universités";"0900424X";"BELFORT-MONTBEL (UNIV TECHNO)";4;0;66;25;0,043956043956044;0
"2020";"Institut ou école extérieur aux universités";"0930603A";"INST. SUP. MECANIQUE PARIS";2;1;21;11;0,0625;0,0476190476190476
"2020";"Université";"0062205P";"UNIVERSITE COTE D'AZUR";22;15;567;376;0,0233297985153765;0,0264550264550265
"2020";"Université";"0134009M";"UNIVERSITE AIX-MARSEILLE";43;18;1543;925;0,0174230145867099;0,0116655865197667
"2020";"Université";"0141408E";"UNIVERSITE DE CAEN";11;10;579;293;0,0126146788990826;0,0172711571675302
"2020";"Université";"0171463Y";"UNIVERSITE DE LA ROCHELLE";4;6;169;66;0,0170212765957447;0,0355029585798817
"2020";"Université";"0211237F";"UNIVERSITE DE DIJON";18;10;560;340;0,02;0,0178571428571429
"2020";"Université";"0251215K";"UNIVERSITE DE BESANCON";13;11;523;253;0,0167525773195876;0,0210325047801147
"2020";"Université";"0290346U";"UNIV. DE BRETAGNE OCCIDENTALE (BREST)";4;2;485;222;0,00565770862800566;0,00412371134020619
"2020";"Université";"0301687W";"UNIVERSITE DE NIMES";5;0;51;16;0,0746268656716418;0
"2020";"Université";"0311382J";"UNIVERSITE TOULOUSE 1";8;4;159;120;0,028673835125448;0,0251572327044025
"2020";"Université";"0311383K";"UNIVERSITE TOULOUSE 2";22;14;488;189;0,0324963072378139;0,0286885245901639
"2020";"Université";"0311384L";"UNIVERSITE TOULOUSE 3";9;6;894;536;0,00629370629370629;0,00671140939597315
"2020";"Université";"0331766R";"UNIVERSITE BORDEAUX MONTAIGNE";9;3;279;123;0,0223880597014925;0,010752688172043
"2020";"Université";"0333298F";"UNIVERSITE DE BORDEAUX";13;25;919;615;0,00847457627118644;0,0272034820457018
"2020";"Université";"0341089Z";"UNIVERSITE MONTPELLIER 3 (PAUL VALERY)";15;7;298;139;0,034324942791762;0,023489932885906
"2020";"Université";"0342321N";"UNIVERSITE DE MONTPELLIER";3;5;821;574;0,0021505376344086;0,00609013398294762
"2020";"Université";"0350936C";"UNIVERSITE RENNES 1";7;11;614;364;0,00715746421267894;0,0179153094462541
"2020";"Université";"0350937D";"UNIVERSITE RENNES 2";9;4;328;121;0,0200445434298441;0,0121951219512195
"2020";"Université";"0370800U";"UNIVERSITE DE TOURS";16;7;520;286;0,0198511166253102;0,0134615384615385
"2020";"Université";"0383546Y";"UNIVERSITE GRENOBLE ALPES";29;15;1081;568;0,0175864160097029;0,0138760407030527
"2020";"Université";"0421095M";"UNIVERSITE DE SAINT-ETIENNE";11;5;298;172;0,0234042553191489;0,0167785234899329
"2020";"Université";"0440984F";"UNIVERSITE DE NANTES";16;2;779;431;0,0132231404958678;0,00256739409499358
"2020";"Université";"0450855K";"UNIVERSITE D'ORLEANS";12;13;431;155;0,0204778156996587;0,0301624129930394
"2020";"Université";"0490970N";"UNIVERSITE D'ANGERS";6;4;366;219;0,0102564102564103;0,0109289617486339
"2020";"Université";"0511296G";"UNIVERSITE DE REIMS";24;18;523;270;0,0302648171500631;0,0344168260038241
"2020";"Université";"0542493S";"UNIVERSITE DE LORRAINE";39;29;1413;765;0,0179063360881543;0,0205237084217976
"2020";"Université";"0561718N";"UNIVERSITE DE BRETAGNE SUD (LORIENT)";5;2;181;71;0,0198412698412698;0,0110497237569061
"2020";"Université";"0595964M";"UNIVERSITE DU LITTORAL";12;6;231;79;0,0387096774193548;0,025974025974026
"2020";"Université";"0597065J";"UNIVERSITE DE LILLE";20;21;1433;778;0,00904568068747173;0,0146545708304257
"2020";"Université";"0597132G";"UNIV. POLYTECHNIQUE HAUTS-DE-FRANCE";10;1;260;108;0,0271739130434783;0,00384615384615385
"2020";"Université";"0623957P";"UNIVERSITE D'ARTOIS";6;6;237;91;0,0182926829268293;0,0253164556962025
"2020";"Université";"0632035V";"UNIVERSITE CLERMONT AUVERGNE";15;5;713;363;0,0139405204460967;0,00701262272089762
"2020";"Université";"0640251A";"UNIVERSITE DE PAU";1;0;296;134;0,00232558139534884;0
"2020";"Université";"0660437S";"UNIVERSITE DE PERPIGNAN (VIA DOMITIA)";4;3;199;82;0,0142348754448399;0,0150753768844221
"2020";"Université";"0673021V";"UNIVERSITE DE STRASBOURG";22;15;891;595;0,0148048452220727;0,0168350168350168
"2020";"Université";"0681166Y";"UNIVERSITE DE MULHOUSE";7;1;235;90;0,0215384615384615;0,00425531914893617
"2020";"Université";"0691774D";"UNIVERSITE LYON 1 (CLAUDE BERNARD)";22;0;864;559;0,0154602951510892;0
"2020";"Université";"0691775E";"UNIVERSITE LYON 2 (LUMIERE)";26;12;360;182;0,0479704797047971;0,0333333333333333
"2020";"Université";"0692437Z";"UNIVERSITE LYON 3 (JEAN MOULIN)";13;9;258;127;0,0337662337662338;0,0348837209302326
"2020";"Université";"0720916E";"UNIVERSITE DU MANS";4;3;239;109;0,0114942528735632;0,0125523012552301
"2020";"Université";"0730858L";"UNIVERSITE DE SAVOIE MONT-BLANC";7;4;276;115;0,0179028132992327;0,0144927536231884
"2020";"Université";"0751717J";"UNIVERSITE PARIS 1 (PANTHEON-SORBONNE)";24;15;438;286;0,0331491712707182;0,0342465753424658
"2020";"Université";"0751718K";"UNIVERSITE PARIS 2 (PANTHEON-ASSAS)";9;7;125;134;0,0347490347490347;0,056
"2020";"Université";"0751719L";"UNIVERSITE PARIS 3 (SORBONNE NOUVELLE)";10;4;258;140;0,0251256281407035;0,0155038759689922
"2020";"Université";"0755890V";"UNIVERSITE SORBONNE UNIVERSITE";34;27;1400;906;0,0147441457068517;0,0192857142857143
"2020";"Université";"0755976N";"UNIVERSITE DE PARIS";46;16;1295;1132;0,0189534404614751;0,0123552123552124
"2020";"Université";"0761904G";"UNIVERSITE DE ROUEN";14;7;531;313;0,0165876777251185;0,0131826741996234
"2020";"Université";"0762762P";"UNIVERSITE DU HAVRE";3;3;186;63;0,0120481927710843;0,0161290322580645
"2020";"Université";"0772894C";"UNIVERSITE GUSTAVE EIFFEL";12;5;210;95;0,039344262295082;0,0238095238095238
"2020";"Université";"0781944P";"UNIVERSITE VERSAILLES/SAINT-QUENTIN";16;13;284;229;0,0311890838206628;0,0457746478873239
"2020";"Université";"0801344B";"UNIVERSITE D'AMIENS";17;4;526;238;0,0222513089005236;0,00760456273764259
"2020";"Université";"0840685N";"UNIVERSITE D'AVIGNON";9;3;171;48;0,0410958904109589;0,0175438596491228
"2020";"Université";"0860856N";"UNIVERSITE DE POITIERS";34;11;618;314;0,036480686695279;0,0177993527508091
"2020";"Université";"0870669E";"UNIVERSITE DE LIMOGES";10;9;372;215;0,0170357751277683;0,0241935483870968
"2020";"Université";"0911975C";"UNIVERSITE D'EVRY VAL D'ESSONNE";5;4;186;78;0,0189393939393939;0,021505376344086
"2020";"Université";"0912408Y";"UNIVERSITE PARIS SACLAY";23;19;813;470;0,0179267342166797;0,023370233702337
"2020";"Université";"0921204J";"UNIVERSITE PARIS 10 (NANTERRE)";23;12;541;258;0,0287859824780976;0,022181146025878
"2020";"Université";"0931238R";"UNIVERSITE PARIS 13";19;6;477;242;0,0264255910987483;0,0125786163522013
"2020";"Université";"0931827F";"UNIVERSITE PARIS 8";24;15;444;202;0,0371517027863777;0,0337837837837838
"2020";"Université";"0941111X";"UNIVERSITE PARIS EST CRETEIL (PARIS 12";30;8;525;302;0,0362756952841596;0,0152380952380952
"2020";"Université";"0952259P";"CY CERGY PARIS UNIVERSITE";17;6;290;135;0,04;0,0206896551724138
"2020";"Université";"9710585J";"UNIVERSITE DES ANTILLES";9;4;230;96;0,0276073619631902;0,0173913043478261
"2020";"Université";"9730429D";"UNIVERSITE DE LA GUYANE";1;2;42;1;0,0232558139534884;0,0476190476190476
"2020";"Université";"9740478B";"UNIVERSITE DE LA REUNION";8;6;233;105;0,0236686390532544;0,0257510729613734
"2020";"Université";"9840349G";"UNIVERSITE DE POLYNESIE FRANCAISE";2;0;48;12;0,0333333333333333;0
"2021";"Autre établissement d'enseignement supérieur";"0922605G";"INS FREJHEA";4;0;13;4;0,235294117647059;0
"2021";"École d'ingénieurs";"0590338X";"ENSAIT DE ROUBAIX";2;0;17;11;0,0714285714285714;0
"2021";"École d'ingénieurs";"0632033T";"INP CLERMONT AUVERGNE";1;0;37;20;0,0175438596491228;0
"2021";"École habilitée à délivrer un diplôme d'ingénieur";"0951376E";"ENSEA DE CERGY";0;1;25;7;0;0,04
"2021";"École nationale supérieure d'ingénieurs";"0650048Z";"ENI DE TARBES";0;4;36;17;0;0,111111111111111
"2021";"École nationale supérieure d'ingénieurs";"0912266U";"ENS IIE";2;0;12;7;0,105263157894737;0
"2021";"École normale supérieure";"0694123G";"ECOLE NORMALE SUPERIEURE DE LYON";3;6;103;69;0,0174418604651163;0,058252427184466
"2021";"École normale supérieure";"0753455Y";"ECOLE NORMALE SUPERIEURE DE PARIS";1;5;61;38;0,0101010101010101;0,0819672131147541
"2021";"École normale supérieure";"0912423P";"ENS PARIS-SACLAY";1;1;62;55;0,00854700854700855;0,0161290322580645
"2021";"Grand établissement";"0333232J";"INP DE BORDEAUX";1;2;108;71;0,00558659217877095;0,0185185185185185
"2021";"Grand établissement";"0692459Y";"E.N.S.S.I.B DE LYON";0;2;5;3;0;0,4
"2021";"Grand établissement";"0750736T";"UNIVERSITE PARIS-DAUPHINE";5;2;173;104;0,0180505415162455;0,0115606936416185
"2021";"Grand établissement";"0753237L";"ENSAM";2;1;157;66;0,00896860986547085;0,00636942675159236
"2021";"Grand établissement";"0753431X";"I.E.P DE PARIS";0;1;3;52;0;0,333333333333333
"2021";"Grand établissement";"0753471R";"CONSERVATOIRE NAT. DES ARTS ET METIERS";6;3;236;116;0,0170454545454545;0,0127118644067797
"2021";"Grand établissement";"0753488J";"INALCO PARIS";12;5;144;74;0,055045871559633;0,0347222222222222
"2021";"Institut d'étude politique";"0130221V";"I.E.P D'AIX-EN-PROVENCE";0;1;18;13;0;0,0555555555555556
"2021";"Institut d'étude politique";"0330192E";"I.E.P DE BORDEAUX";1;0;14;16;0,0333333333333333;0
"2021";"Institut d'étude politique";"0352317D";"I.E.P DE RENNES";2;0;15;7;0,0909090909090909;0
"2021";"Institut d'étude politique";"0380134P";"IEP DE GRENOBLE";1;0;27;15;0,0238095238095238;0
"2021";"Institut d'étude politique";"0690173N";"I.E.P DE LYON";0;1;27;16;0;0,037037037037037
"2021";"Institut national polytechnique";"0311381H";"INP DE TOULOUSE";5;2;150;104;0,0196850393700787;0,0133333333333333
"2021";"Institut ou école extérieur aux universités";"0101060Y";"UNIVERSITE DE TECHNOLOGIE DE TROYES";1;1;54;36;0,0111111111111111;0,0185185185185185
"2021";"Institut ou école extérieur aux universités";"0133774G";"ECOLE CENTRALE DE MARSEILLE";1;1;36;25;0,0163934426229508;0,0277777777777778
"2021";"Institut ou école extérieur aux universités";"0310152X";"INSA DE TOULOUSE";5;1;99;66;0,0303030303030303;0,0101010101010101
"2021";"Institut ou école extérieur aux universités";"0350097R";"INSA DE RENNES";0;3;92;38;0;0,0326086956521739
"2021";"Institut ou école extérieur aux universités";"0440100V";"ECOLE CENTRALE DE NANTES";4;0;57;38;0,0421052631578947;0
"2021";"Institut ou école extérieur aux universités";"0597139P";"CENTRALE LILLE INSTITUT";2;1;64;43;0,0186915887850467;0,015625
"2021";"Institut ou école extérieur aux universités";"0601223D";"UNIVERSITE DE TECHNOLOGIE DE COMPIEGNE";4;1;92;68;0,025;0,0108695652173913
"2021";"Institut ou école extérieur aux universités";"0670190T";"INSA DE STRASBOURG";1;0;55;14;0,0144927536231884;0
"2021";"Institut ou école extérieur aux universités";"0690187D";"ECOLE CENTRALE DE LYON";3;0;69;34;0,029126213592233;0
"2021";"Institut ou école extérieur aux universités";"0690192J";"INSA DE LYON";8;4;275;140;0,0192771084337349;0,0145454545454545
"2021";"Institut ou école extérieur aux universités";"0760165S";"INSA DE ROUEN";1;0;64;34;0,0102040816326531;0
"2021";"Institut ou école extérieur aux universités";"0811293R";"INSTITUT NATIONAL UNIV. D'ALBI";1;0;63;12;0,0133333333333333;0
"2021";"Institut ou école extérieur aux universités";"0860073M";"ENS. MECANIQUE & AEROTECH. DE POITIERS";1;0;31;18;0,0204081632653061;0
"2021";"Institut ou école extérieur aux universités";"0900424X";"BELFORT-MONTBEL (UNIV TECHNO)";3;3;66;25;0,032967032967033;0,0454545454545455
"2021";"Institut ou école extérieur aux universités";"0930603A";"INST. SUP. MECANIQUE PARIS";1;0;21;11;0,03125;0
"2021";"Université";"0062205P";"UNIVERSITE COTE D'AZUR";19;15;567;376;0,0201484623541888;0,0264550264550265
"2021";"Université";"0134009M";"UNIVERSITE AIX-MARSEILLE";36;21;1543;925;0,0145867098865478;0,0136098509397278
"2021";"Université";"0141408E";"UNIVERSITE DE CAEN";21;9;579;293;0,0240825688073395;0,0155440414507772
"2021";"Université";"0171463Y";"UNIVERSITE DE LA ROCHELLE";5;1;169;66;0,0212765957446809;0,00591715976331361
"2021";"Université";"0211237F";"UNIVERSITE DE DIJON";18;12;560;340;0,02;0,0214285714285714
"2021";"Université";"0251215K";"UNIVERSITE DE BESANCON";15;7;523;253;0,0193298969072165;0,0133843212237094
"2021";"Université";"0290346U";"UNIV. DE BRETAGNE OCCIDENTALE (BREST)";9;5;485;222;0,0127298444130127;0,0103092783505155
"2021";"Université";"0301687W";"UNIVERSITE DE NIMES";5;1;51;16;0,0746268656716418;0,0196078431372549
"2021";"Université";"0311382J";"UNIVERSITE TOULOUSE 1";9;5;159;120;0,032258064516129;0,0314465408805031
"2021";"Université";"0311383K";"UNIVERSITE TOULOUSE 2";14;12;488;189;0,0206794682422452;0,0245901639344262
"2021";"Université";"0311384L";"UNIVERSITE TOULOUSE 3";4;2;894;536;0,0027972027972028;0,00223713646532438
"2021";"Université";"0331766R";"UNIVERSITE BORDEAUX MONTAIGNE";4;2;279;123;0,00995024875621891;0,00716845878136201
"2021";"Université";"0333298F";"UNIVERSITE DE BORDEAUX";8;30;919;615;0,00521512385919166;0,0326441784548422
"2021";"Université";"0341089Z";"UNIVERSITE MONTPELLIER 3 (PAUL VALERY)";10;6;298;139;0,022883295194508;0,0201342281879195
"2021";"Université";"0342321N";"UNIVERSITE DE MONTPELLIER";12;7;821;574;0,00860215053763441;0,00852618757612668
"2021";"Université";"0350936C";"UNIVERSITE RENNES 1";9;6;614;364;0,00920245398773006;0,00977198697068404
"2021";"Université";"0350937D";"UNIVERSITE RENNES 2";11;7;328;121;0,0244988864142539;0,0213414634146341
"2021";"Université";"0370800U";"UNIVERSITE DE TOURS";17;12;520;286;0,0210918114143921;0,0230769230769231
"2021";"Université";"0383546Y";"UNIVERSITE GRENOBLE ALPES";17;14;1081;568;0,0103092783505155;0,0129509713228492
"2021";"Université";"0421095M";"UNIVERSITE DE SAINT-ETIENNE";6;1;298;172;0,0127659574468085;0,00335570469798658
"2021";"Université";"0440984F";"UNIVERSITE DE NANTES";10;11;779;431;0,00826446280991736;0,0141206675224647
"2021";"Université";"0450855K";"UNIVERSITE D'ORLEANS";21;11;431;155;0,0358361774744027;0,0255220417633411
"2021";"Université";"0490970N";"UNIVERSITE D'ANGERS";4;6;366;219;0,00683760683760684;0,0163934426229508
"2021";"Université";"0511296G";"UNIVERSITE DE REIMS";11;6;523;270;0,0138713745271122;0,011472275334608
"2021";"Université";"0542493S";"UNIVERSITE DE LORRAINE";36;24;1413;765;0,0165289256198347;0,0169851380042463
"2021";"Université";"0561718N";"UNIVERSITE DE BRETAGNE SUD (LORIENT)";4;2;181;71;0,0158730158730159;0,0110497237569061
"2021";"Université";"0595964M";"UNIVERSITE DU LITTORAL";13;4;231;79;0,0419354838709677;0,0173160173160173
"2021";"Université";"0597065J";"UNIVERSITE DE LILLE";43;23;1433;778;0,0194482134780642;0,0160502442428472
"2021";"Université";"0597132G";"UNIV. POLYTECHNIQUE HAUTS-DE-FRANCE";5;2;260;108;0,0135869565217391;0,00769230769230769
"2021";"Université";"0623957P";"UNIVERSITE D'ARTOIS";7;3;237;91;0,0213414634146341;0,0126582278481013
"2021";"Université";"0632035V";"UNIVERSITE CLERMONT AUVERGNE";6;7;713;363;0,00557620817843866;0,00981767180925666
"2021";"Université";"0640251A";"UNIVERSITE DE PAU";7;1;296;134;0,0162790697674419;0,00337837837837838
"2021";"Université";"0660437S";"UNIVERSITE DE PERPIGNAN (VIA DOMITIA)";7;1;199;82;0,0249110320284698;0,0050251256281407
"2021";"Université";"0673021V";"UNIVERSITE DE STRASBOURG";32;16;891;595;0,0215343203230148;0,0179573512906846
"2021";"Université";"0681166Y";"UNIVERSITE DE MULHOUSE";8;5;235;90;0,0246153846153846;0,0212765957446809
"2021";"Université";"0691774D";"UNIVERSITE LYON 1 (CLAUDE BERNARD)";13;1;864;559;0,00913562895291637;0,00115740740740741
"2021";"Université";"0691775E";"UNIVERSITE LYON 2 (LUMIERE)";9;12;360;182;0,0166051660516605;0,0333333333333333
"2021";"Université";"0692437Z";"UNIVERSITE LYON 3 (JEAN MOULIN)";12;7;258;127;0,0311688311688312;0,0271317829457364
"2021";"Université";"0720916E";"UNIVERSITE DU MANS";8;1;239;109;0,0229885057471264;0,00418410041841004
"2021";"Université";"0730858L";"UNIVERSITE DE SAVOIE MONT-BLANC";14;2;276;115;0,0358056265984655;0,0072463768115942
"2021";"Université";"0751717J";"UNIVERSITE PARIS 1 (PANTHEON-SORBONNE)";28;21;438;286;0,0386740331491713;0,0479452054794521
"2021";"Université";"0751718K";"UNIVERSITE PARIS 2 (PANTHEON-ASSAS)";8;6;125;134;0,0308880308880309;0,048
"2021";"Université";"0751719L";"UNIVERSITE PARIS 3 (SORBONNE NOUVELLE)";8;10;258;140;0,0201005025125628;0,0387596899224806
"2021";"Université";"0755890V";"UNIVERSITE SORBONNE UNIVERSITE";31;26;1400;906;0,0134431916738942;0,0185714285714286
"2021";"Université";"0755976N";"UNIVERSITE DE PARIS";28;23;1295;1132;0,011536876802637;0,0177606177606178
"2021";"Université";"0761904G";"UNIVERSITE DE ROUEN";16;10;531;313;0,018957345971564;0,0188323917137476
"2021";"Université";"0762762P";"UNIVERSITE DU HAVRE";2;2;186;63;0,00803212851405622;0,010752688172043
"2021";"Université";"0772894C";"UNIVERSITE GUSTAVE EIFFEL";11;4;210;95;0,0360655737704918;0,019047619047619
"2021";"Université";"0781944P";"UNIVERSITE VERSAILLES/SAINT-QUENTIN";2;7;284;229;0,00389863547758285;0,0246478873239437
"2021";"Université";"0801344B";"UNIVERSITE D'AMIENS";21;8;526;238;0,0274869109947644;0,0152091254752852
"2021";"Université";"0830766G";"UNIVERSITE DE TOULON (VAR)";9;2;223;78;0,0299003322259136;0,00896860986547085
"2021";"Université";"0840685N";"UNIVERSITE D'AVIGNON";11;3;171;48;0,0502283105022831;0,0175438596491228
"2021";"Université";"0860856N";"UNIVERSITE DE POITIERS";14;5;618;314;0,0150214592274678;0,00809061488673139
"2021";"Université";"0870669E";"UNIVERSITE DE LIMOGES";18;4;372;215;0,030664395229983;0,010752688172043
"2021";"Université";"0911975C";"UNIVERSITE D'EVRY VAL D'ESSONNE";3;3;186;78;0,0113636363636364;0,0161290322580645
"2021";"Université";"0912408Y";"UNIVERSITE PARIS SACLAY";32;10;813;470;0,0249415432579891;0,01230012300123
"2021";"Université";"0921204J";"UNIVERSITE PARIS 10 (NANTERRE)";21;12;541;258;0,0262828535669587;0,022181146025878
"2021";"Université";"0931238R";"UNIVERSITE PARIS 13";18;9;477;242;0,0250347705146036;0,0188679245283019
"2021";"Université";"0931827F";"UNIVERSITE PARIS 8";33;16;444;202;0,0510835913312693;0,036036036036036
"2021";"Université";"0941111X";"UNIVERSITE PARIS EST CRETEIL (PARIS 12";34;9;525;302;0,0411124546553809;0,0171428571428571
"2021";"Université";"0952259P";"CY CERGY PARIS UNIVERSITE";8;8;290;135;0,0188235294117647;0,0275862068965517
"2021";"Université";"7200664J";"UNIVERSITE DE CORTE";7;0;116;37;0,0457516339869281;0
"2021";"Université";"9710585J";"UNIVERSITE DES ANTILLES";14;0;230;96;0,0429447852760736;0
"2021";"Université";"9730429D";"UNIVERSITE DE LA GUYANE";3;0;42;1;0,0697674418604651;0
"2021";"Université";"9740478B";"UNIVERSITE DE LA REUNION";1;0;233;105;0,0029585798816568;0
"2021";"Université";"9830445S";"UNIV. NOUVELLE CALEDONIE";1;1;52;16;0,0147058823529412;0,0192307692307692
"2021";"Université";"9840349G";"UNIVERSITE DE POLYNESIE FRANCAISE";0;1;48;12;0;0,0208333333333333
